symbol,breakout_date,b_obv_-3,b_obv_-2,b_obv_-1,b_obv_+0,b_obv_+1,b_obv_+2,b_obv_+3,p_obv_-3,p_obv_-2,p_obv_-1,p_obv_+0,p_obv_+1,p_obv_+2
PEOPLE-USD,2024-05-19,4832129078.0,5165947344.0,4983761903.0,4880074226.0,5016290302.0,5283592662.0,5862991219.0,4832129078.0,5165947344.0,4983761903.0,4880074226.0,5016290302.0,5283592662.0
PEOPLE-USD,2024-05-29,6046486181.0,6465879209.0,7009350805.0,6677847974.0,6429119853.0,6766130681.0,7487102823.0,6046486181.0,6465879209.0,7009350805.0,6677847974.0,6429119853.0,6766130681.0
PEOPLE-USD,2024-07-13,5711169218.0,5577048014.0,5666888716.0,5565677484.0,5965681751.0,6280001697.0,6635438789.0,5711169218.0,5577048014.0,5666888716.0,5565677484.0,5965681751.0,6280001697.0
PEOPLE-USD,2025-05-06,4720548266.0,4701430858.0,4683429944.0,4659217158.0,4679216422.0,4724161781.0,4942789795.0,4720548266.0,4701430858.0,4683429944.0,4659217158.0,4679216422.0,4724161781.0
PEOPLE-USD,2025-05-10,4679216422.0,4724161781.0,4942789795.0,5093374107.0,5169929883.0,5302320367.0,5713176693.0,4679216422.0,4724161781.0,4942789795.0,5093374107.0,5169929883.0,5302320367.0
PHA-USD,2021-01-11,-54067115.0,-47577344.0,-54332005.0,-65955097.0,-61893235.0,-57288029.0,-49692514.0,-54067115.0,-47577344.0,-54332005.0,-65955097.0,-61893235.0,-57288029.0
PHA-USD,2021-01-15,-61893235.0,-57288029.0,-49692514.0,-40354205.0,-14935958.0,4773522.0,29461040.0,-61893235.0,-57288029.0,-49692514.0,-40354205.0,-14935958.0,4773522.0
PHA-USD,2021-02-14,-6450039.0,11263810.0,-4678021.0,-19108083.0,-607487.0,24627198.0,67058882.0,-6450039.0,11263810.0,-4678021.0,-19108083.0,-607487.0,24627198.0
PHA-USD,2021-02-22,112604409.0,154017758.0,133273515.0,95796217.0,51191023.0,24626632.0,223905099.0,112604409.0,154017758.0,133273515.0,95796217.0,51191023.0,24626632.0
PHA-USD,2021-02-26,51191023.0,24626632.0,223905099.0,178778823.0,154003015.0,188373907.0,274764717.0,51191023.0,24626632.0,223905099.0,178778823.0,154003015.0,188373907.0
PHA-USD,2021-03-09,242566711.0,208697686.0,174900101.0,202477223.0,174420988.0,152936513.0,284646175.0,242566711.0,208697686.0,174900101.0,202477223.0,174420988.0,152936513.0
PHA-USD,2021-04-24,142527135.0,78575831.0,26475190.0,-12683168.0,-44903989.0,3844876.0,60533379.0,142527135.0,78575831.0,26475190.0,-12683168.0,-44903989.0,3844876.0
PHA-USD,2021-05-11,-7888107.0,-39665479.0,-79682134.0,-44763827.0,-86141532.0,7172855.0,97702715.0,-7888107.0,-39665479.0,-79682134.0,-44763827.0,-86141532.0,7172855.0
PHA-USD,2021-05-31,-99873131.0,-116395028.0,-134756532.0,-117316222.0,-97548486.0,-64055367.0,-8337535.0,-99873131.0,-116395028.0,-134756532.0,-117316222.0,-97548486.0,-64055367.0
PHA-USD,2021-06-27,-63945446.0,-102835524.0,-78394237.0,-58050513.0,-35041863.0,-6034187.0,44641440.0,-63945446.0,-102835524.0,-78394237.0,-58050513.0,-35041863.0,-6034187.0
PHA-USD,2021-12-22,-31468841.0,-41356353.0,-32653032.0,-21802055.0,-10904918.0,-20779807.0,206658701.0,-31468841.0,-41356353.0,-32653032.0,-21802055.0,-10904918.0,-20779807.0
PHA-USD,2022-10-11,274569184.0,272476338.0,270528400.0,268837849.0,266971980.0,263672126.0,520690273.0,274569184.0,272476338.0,270528400.0,268837849.0,266971980.0,263672126.0
PHA-USD,2022-11-03,1068870851.0,1161666548.0,1108439570.0,1084461712.0,1102910594.0,1123905999.0,1369288835.0,1068870851.0,1161666548.0,1108439570.0,1084461712.0,1102910594.0,1123905999.0
PHA-USD,2022-11-09,1369288835.0,1209609896.0,1156118622.0,1125269943.0,1212916208.0,1181656895.0,1211228254.0,1369288835.0,1209609896.0,1156118622.0,1125269943.0,1212916208.0,1181656895.0
PHA-USD,2023-01-21,1273258492.0,1267742799.0,1274219100.0,1267901797.0,1280783422.0,1270211569.0,1322910859.0,1273258492.0,1267742799.0,1274219100.0,1267901797.0,1280783422.0,1270211569.0
PHA-USD,2024-03-14,1833662786.0,1819363534.0,1839987682.0,1820850041.0,1859435507.0,1917397864.0,2078434314.0,1833662786.0,1819363534.0,1839987682.0,1820850041.0,1859435507.0,1917397864.0
PHA-USD,2024-12-21,2290168859.0,2276828497.0,2292230972.0,2279894310.0,2269421498.0,2279017614.0,2552572895.0,2290168859.0,2276828497.0,2292230972.0,2279894310.0,2269421498.0,2279017614.0
PHA-USD,2024-12-25,2269421498.0,2279017614.0,2552572895.0,2837742864.0,2609682346.0,3279195640.0,2637543937.0,2269421498.0,2279017614.0,2552572895.0,2837742864.0,2609682346.0,3279195640.0
PHA-USD,2025-01-13,2772576360.0,2723621310.0,2675168540.0,2605497100.0,2653356348.0,2764666671.0,3000523215.0,2772576360.0,2723621310.0,2675168540.0,2605497100.0,2653356348.0,2764666671.0
POKT-USD,2022-03-26,-68720021.0,-66226387.0,-62425422.0,-59781658.0,-57279887.0,-52186850.0,-40812708.0,-68720021.0,-66226387.0,-62425422.0,-59781658.0,-57279887.0,-52186850.0
POKT-USD,2022-08-04,-126414815.0,-125015891.0,-126191416.0,-124632580.0,-123238861.0,-121534215.0,-119110793.0,-126414815.0,-125015891.0,-126191416.0,-124632580.0,-123238861.0,-121534215.0
POKT-USD,2022-11-13,-129918913.0,-131390300.0,-138634141.0,-142559732.0,-138974907.0,-135295523.0,-140778081.0,-129918913.0,-131390300.0,-138634141.0,-142559732.0,-138974907.0,-135295523.0
POKT-USD,2023-02-08,-128130540.0,-128628420.0,-127628538.0,-126511868.0,-121455497.0,-115037803.0,-110286298.0,-128130540.0,-128628420.0,-127628538.0,-126511868.0,-121455497.0,-115037803.0
POKT-USD,2023-06-01,-128364930.0,-128431792.0,-128921976.0,-129570046.0,-129161271.0,-128938918.0,-126247569.0,-128364930.0,-128431792.0,-128921976.0,-129570046.0,-129161271.0,-128938918.0
POKT-USD,2023-08-09,-126276689.0,-126378075.0,-126215999.0,-126122410.0,-126330507.0,-126195853.0,-124481894.0,-126276689.0,-126378075.0,-126215999.0,-126122410.0,-126330507.0,-126195853.0
POKT-USD,2023-11-09,-125675774.0,-126559341.0,-125982625.0,-125426439.0,-124749330.0,-123962702.0,-121825477.0,-125675774.0,-126559341.0,-125982625.0,-125426439.0,-124749330.0,-123962702.0
POKT-USD,2023-11-27,-122871547.0,-123687148.0,-124404872.0,-123075717.0,-120256833.0,-121601376.0,-118864701.0,-122871547.0,-123687148.0,-124404872.0,-123075717.0,-120256833.0,-121601376.0
POKT-USD,2023-12-22,-119905696.0,-118650810.0,-115527868.0,-117532307.0,-119077027.0,-117021810.0,-108688666.0,-119905696.0,-118650810.0,-115527868.0,-117532307.0,-119077027.0,-117021810.0
POKT-USD,2024-01-16,-100195821.0,-101423189.0,-99603809.0,-96199122.0,-97997927.0,-90897335.0,-82482492.0,-100195821.0,-101423189.0,-99603809.0,-96199122.0,-97997927.0,-90897335.0
POKT-USD,2024-03-09,-101412776.0,-104106083.0,-102103762.0,-103567026.0,-105291727.0,-99069040.0,-102881623.0,-101412776.0,-104106083.0,-102103762.0,-103567026.0,-105291727.0,-99069040.0
POKT-USD,2024-03-24,-108536977.0,-110056515.0,-108513214.0,-107635699.0,-106560512.0,-108779891.0,-63385851.0,-108536977.0,-110056515.0,-108513214.0,-107635699.0,-106560512.0,-108779891.0
POKT-USD,2024-03-31,-72077805.0,-75789116.0,-78917623.0,-77365038.0,-80445727.0,-71882827.0,-44313681.0,-72077805.0,-75789116.0,-78917623.0,-77365038.0,-80445727.0,-71882827.0
POKT-USD,2024-08-19,-87373415.0,-86704292.0,-87374191.0,-86123820.0,-83266321.0,-80633646.0,-78578683.0,-87373415.0,-86704292.0,-87374191.0,-86123820.0,-83266321.0,-80633646.0
POKT-USD,2024-10-19,-73419238.0,-72219750.0,-71529373.0,-71252494.0,-70895630.0,-70110069.0,-58766706.0,-73419238.0,-72219750.0,-71529373.0,-71252494.0,-70895630.0,-70110069.0
POKT-USD,2025-02-19,-76038805.0,-76527135.0,-77099417.0,-76751501.0,-75785845.0,-74579143.0,-73023853.0,-76038805.0,-76527135.0,-77099417.0,-76751501.0,-75785845.0,-74579143.0
POKT-USD,2025-04-17,-77244237.0,-77434988.0,-77745562.0,-77513590.0,-77066791.0,-76818385.0,-72265145.0,-77244237.0,-77434988.0,-77745562.0,-77513590.0,-77066791.0,-76818385.0
POKT-USD,2025-05-27,-72613058.0,-73215335.0,-73548077.0,-74275865.0,-73563660.0,-74137809.0,957036005.0,-72613058.0,-73215335.0,-73548077.0,-74275865.0,-73563660.0,-74137809.0
POL-USD,2020-08-10,-199276.0,50462.0,-147586.0,47951.0,247408.0,472200.0,653341.0,-199276.0,50462.0,-147586.0,47951.0,247408.0,472200.0
POL-USD,2021-01-15,-3143447.0,-3063747.0,-2986653.0,-3065460.0,-2975780.0,-2872921.0,-2729233.0,-3143447.0,-3063747.0,-2986653.0,-3065460.0,-2975780.0,-2872921.0
POL-USD,2021-01-20,-2872921.0,-2729233.0,-2832618.0,-2929816.0,-3087304.0,-2899088.0,-2177293.0,-2872921.0,-2729233.0,-2832618.0,-2929816.0,-3087304.0,-2899088.0
POL-USD,2021-01-30,-4140205.0,-4635528.0,-5122694.0,-5626929.0,-4934985.0,-5322525.0,-5844494.0,-4140205.0,-4635528.0,-5122694.0,-5626929.0,-4934985.0,-5322525.0
POL-USD,2021-02-11,-7952864.0,-7290236.0,-7965751.0,-7396478.0,-6691030.0,-7355918.0,-6612087.0,-7952864.0,-7290236.0,-7965751.0,-7396478.0,-6691030.0,-7355918.0
POL-USD,2021-03-11,-2973185.0,-3480153.0,-3947666.0,-4440495.0,-3830423.0,-3175284.0,-2348274.0,-2973185.0,-3480153.0,-3947666.0,-4440495.0,-3830423.0,-3175284.0
POL-USD,2021-03-24,-4207900.0,-4747430.0,-5364529.0,-5944046.0,-6507387.0,-5799424.0,-3320368.0,-4207900.0,-4747430.0,-5364529.0,-5944046.0,-6507387.0,-5799424.0
POL-USD,2021-04-21,-4267917.0,-3584824.0,-4352030.0,-5001353.0,-4332189.0,-2767079.0,-1132132.0,-4267917.0,-3584824.0,-4352030.0,-5001353.0,-4332189.0,-2767079.0
POL-USD,2021-04-28,-2521713.0,-1484965.0,-2023327.0,-2807044.0,-1998748.0,-716936.0,1755079.0,-2521713.0,-1484965.0,-2023327.0,-2807044.0,-1998748.0,-716936.0
POL-USD,2021-09-15,8125945.0,7607481.0,8212428.0,8803966.0,9537365.0,10249039.0,13255250.0,8125945.0,7607481.0,8212428.0,8803966.0,9537365.0,10249039.0
POL-USD,2022-01-10,3293167.0,2755496.0,2110817.0,1570568.0,2136501.0,2769001.0,3912932.0,3293167.0,2755496.0,2110817.0,1570568.0,2136501.0,2769001.0
POL-USD,2022-05-02,-8720738.0,-9010525.0,-9438938.0,-9071897.0,-9413949.0,-8982166.0,-8339601.0,-8720738.0,-9010525.0,-9438938.0,-9071897.0,-9413949.0,-8982166.0
POL-USD,2022-05-12,-10027283.0,-9768556.0,-10126477.0,-10415278.0,-9872586.0,-10437618.0,-9869603.0,-10027283.0,-9768556.0,-10126477.0,-10415278.0,-9872586.0,-10437618.0
POL-USD,2022-06-17,-12519158.0,-12917701.0,-13294502.0,-13668105.0,-14038745.0,-13362104.0,-11885415.0,-12519158.0,-12917701.0,-13294502.0,-13668105.0,-14038745.0,-13362104.0
POL-USD,2023-07-08,-21987566.0,-22036918.0,-22091164.0,-22037814.0,-22084054.0,-22137561.0,-21533856.0,-21987566.0,-22036918.0,-22091164.0,-22037814.0,-22084054.0,-22137561.0
POL-USD,2023-10-21,-22049125.0,-22059004.0,-22048960.0,-22038830.0,-22048592.0,-22058325.0,-21953551.0,-22049125.0,-22059004.0,-22048960.0,-22038830.0,-22048592.0,-22058325.0
POLYX-USD,2022-09-23,-3198972.0,-3379900.0,-3208043.0,-3081898.0,-2832480.0,-2911913.0,-2608808.0,-3198972.0,-3379900.0,-3208043.0,-3081898.0,-2832480.0,-2911913.0
POLYX-USD,2023-04-17,374102732.0,370314213.0,374130086.0,368653141.0,372379857.0,362286213.0,1106581227.0,374102732.0,370314213.0,374130086.0,368653141.0,372379857.0,362286213.0
POLYX-USD,2023-10-17,565311797.0,569142473.0,575409714.0,579804508.0,594098855.0,634721074.0,768467953.0,565311797.0,569142473.0,575409714.0,579804508.0,594098855.0,634721074.0
POLYX-USD,2023-10-21,594098855.0,634721074.0,768467953.0,678545955.0,643874848.0,831373326.0,1215688851.0,594098855.0,634721074.0,768467953.0,678545955.0,643874848.0,831373326.0
POLYX-USD,2023-10-27,1215688851.0,814799808.0,1046880736.0,880435873.0,1045590892.0,1185840869.0,1537563846.0,1215688851.0,814799808.0,1046880736.0,880435873.0,1045590892.0,1185840869.0
POLYX-USD,2024-03-17,1431087453.0,1378164749.0,1353615849.0,1378354625.0,1355583933.0,1330967652.0,1872756563.0,1431087453.0,1378164749.0,1353615849.0,1378354625.0,1355583933.0,1330967652.0
POLYX-USD,2024-03-22,1330967652.0,1872756563.0,3142938807.0,3898807596.0,3296593260.0,3065384214.0,4265827649.0,1330967652.0,1872756563.0,3142938807.0,3898807596.0,3296593260.0,3065384214.0
PROM-USD,2020-01-20,1877782.0,2219095.0,1837062.0,1474518.0,1977035.0,2461160.0,3011242.0,1877782.0,2219095.0,1837062.0,1474518.0,1977035.0,2461160.0
PROM-USD,2020-04-27,-15099688.0,-14752274.0,-14506020.0,-14200411.0,-13869099.0,-13540925.0,-13078923.0,-15099688.0,-14752274.0,-14506020.0,-14200411.0,-13869099.0,-13540925.0
PROM-USD,2020-07-05,-7697157.0,-8475308.0,-7600768.0,-6631791.0,-5331310.0,-2884721.0,-899285.0,-7697157.0,-8475308.0,-7600768.0,-6631791.0,-5331310.0,-2884721.0
PROM-USD,2020-09-10,12732060.0,13567234.0,14754886.0,13673312.0,14788410.0,16085351.0,18504701.0,12732060.0,13567234.0,14754886.0,13673312.0,14788410.0,16085351.0
PROM-USD,2020-09-22,21566509.0,20205889.0,19060442.0,18216322.0,17166058.0,15990975.0,18131220.0,21566509.0,20205889.0,19060442.0,18216322.0,17166058.0,15990975.0
PROM-USD,2020-12-31,22543641.0,21786200.0,22713796.0,21898663.0,22431622.0,23929684.0,25105964.0,22543641.0,21786200.0,22713796.0,21898663.0,22431622.0,23929684.0
PROM-USD,2021-01-29,25917762.0,27815414.0,29315759.0,26834108.0,28199247.0,29715816.0,31665046.0,25917762.0,27815414.0,29315759.0,26834108.0,28199247.0,29715816.0
PROM-USD,2021-02-11,45314856.0,49411299.0,53668544.0,57697638.0,62101693.0,66578361.0,79428858.0,45314856.0,49411299.0,53668544.0,57697638.0,62101693.0,66578361.0
PROM-USD,2021-02-15,62101693.0,66578361.0,79428858.0,107108114.0,141572645.0,167187263.0,155598543.0,62101693.0,66578361.0,79428858.0,107108114.0,141572645.0,167187263.0
PROM-USD,2021-04-25,77283305.0,76618204.0,76349427.0,76055773.0,76437064.0,76793954.0,77311055.0,77283305.0,76618204.0,76349427.0,76055773.0,76437064.0,76793954.0
PROM-USD,2021-05-22,312933201.0,321485356.0,314813013.0,309546586.0,304006683.0,311299774.0,397805931.0,312933201.0,321485356.0,314813013.0,309546586.0,304006683.0,311299774.0
PROM-USD,2021-08-10,467421592.0,459857240.0,469248699.0,479038629.0,509336126.0,578726192.0,604650312.0,467421592.0,459857240.0,469248699.0,479038629.0,509336126.0,578726192.0
PROM-USD,2021-08-31,626598780.0,638420932.0,665839892.0,653465473.0,666328273.0,654368661.0,902732063.0,626598780.0,638420932.0,665839892.0,653465473.0,666328273.0,654368661.0
PROM-USD,2022-05-12,986823009.0,984064227.0,980518717.0,977404915.0,980103559.0,982163278.0,999812775.0,986823009.0,984064227.0,980518717.0,977404915.0,980103559.0,982163278.0
PROM-USD,2022-06-17,989214934.0,991276557.0,989345878.0,991017545.0,988914168.0,991626311.0,1007376844.0,989214934.0,991276557.0,989345878.0,991017545.0,988914168.0,991626311.0
PROM-USD,2022-06-26,1006967559.0,1003444766.0,1000570297.0,998372200.0,995949835.0,993681662.0,1141535467.0,1006967559.0,1003444766.0,1000570297.0,998372200.0,995949835.0,993681662.0
PROM-USD,2022-07-26,1106530320.0,1101976262.0,1094290474.0,1106615505.0,1113541083.0,1127445780.0,1196221523.0,1106530320.0,1101976262.0,1094290474.0,1106615505.0,1113541083.0,1127445780.0
PROM-USD,2023-03-13,1287518828.0,1285137879.0,1287484339.0,1290236464.0,1293118707.0,1290555790.0,1370862272.0,1287518828.0,1285137879.0,1287484339.0,1290236464.0,1293118707.0,1290555790.0
PROM-USD,2023-08-31,1431299347.0,1432809318.0,1431389308.0,1430090248.0,1431607517.0,1436155124.0,1510171037.0,1431299347.0,1432809318.0,1431389308.0,1430090248.0,1431607517.0,1436155124.0
PROM-USD,2024-01-22,1548241176.0,1546311629.0,1548188661.0,1545907752.0,1552644014.0,1558808669.0,1638546906.0,1548241176.0,1546311629.0,1548188661.0,1545907752.0,1552644014.0,1558808669.0
PROM-USD,2024-02-11,1618677440.0,1621239378.0,1623451467.0,1620281677.0,1623465493.0,1626733093.0,1802445805.0,1618677440.0,1621239378.0,1623451467.0,1620281677.0,1623465493.0,1626733093.0
PROM-USD,2024-03-05,1792772538.0,1787119364.0,1781760098.0,1770609522.0,1794808891.0,1828109969.0,1863950110.0,1792772538.0,1787119364.0,1781760098.0,1770609522.0,1794808891.0,1828109969.0
PROM-USD,2024-10-22,1879289339.0,1898039058.0,1892770158.0,1890806968.0,1888552907.0,1891294105.0,1993897077.0,1879289339.0,1898039058.0,1892770158.0,1890806968.0,1888552907.0,1891294105.0
PROM-USD,2025-01-10,1800215159.0,1790709526.0,1784891357.0,1794848850.0,1786053959.0,1909652055.0,2037734131.0,1800215159.0,1790709526.0,1784891357.0,1794848850.0,1786053959.0,1909652055.0
PYTH-USD,2025-05-06,2838406438.0,2809640255.0,2836496732.0,2804879184.0,2835597701.0,2874226576.0,3210579368.0,2838406438.0,2809640255.0,2836496732.0,2804879184.0,2835597701.0,2874226576.0
QNT-USD,2020-01-25,-1623980.0,-3154601.0,-1619200.0,-3052648.0,-1483386.0,514849.0,2726941.0,-1623980.0,-3154601.0,-1619200.0,-3052648.0,-1483386.0,514849.0
QNT-USD,2020-03-16,-17882400.0,-19605680.0,-21282750.0,-22828265.0,-21374255.0,-19691456.0,-17566734.0,-17882400.0,-19605680.0,-21282750.0,-22828265.0,-21374255.0,-19691456.0
QNT-USD,2020-03-24,-21324586.0,-23244462.0,-21157835.0,-18899134.0,-16669524.0,-14390088.0,-11205802.0,-21324586.0,-23244462.0,-21157835.0,-18899134.0,-16669524.0,-14390088.0
QNT-USD,2020-03-29,-14390088.0,-11205802.0,-14241626.0,-17105815.0,-13849218.0,-10284093.0,-6055617.0,-14390088.0,-11205802.0,-14241626.0,-17105815.0,-13849218.0,-10284093.0
QNT-USD,2020-05-27,-61973169.0,-70159902.0,-48062488.0,-27743457.0,-6325264.0,14959755.0,22923267.0,-61973169.0,-70159902.0,-48062488.0,-27743457.0,-6325264.0,14959755.0
QNT-USD,2020-06-21,11996779.0,10533672.0,9121357.0,10495963.0,12242499.0,8250679.0,15244074.0,11996779.0,10533672.0,9121357.0,10495963.0,12242499.0,8250679.0
QNT-USD,2020-08-11,43965273.0,41332338.0,43780444.0,46264690.0,48741189.0,51701558.0,55474752.0,43965273.0,41332338.0,43780444.0,46264690.0,48741189.0,51701558.0
QNT-USD,2021-01-06,72471514.0,74994226.0,78817498.0,75517067.0,78845157.0,84458906.0,89575314.0,72471514.0,74994226.0,78817498.0,75517067.0,78845157.0,84458906.0
QNT-USD,2021-01-21,83810058.0,87991725.0,83151691.0,78940221.0,84355070.0,80232770.0,86172913.0,83810058.0,87991725.0,83151691.0,78940221.0,84355070.0,80232770.0
QNT-USD,2021-01-25,84355070.0,80232770.0,86172913.0,80340578.0,84634580.0,90730606.0,98836493.0,84355070.0,80232770.0,86172913.0,80340578.0,84634580.0,90730606.0
QNT-USD,2021-03-05,84285331.0,90954710.0,82914340.0,90312544.0,96744444.0,105050144.0,115014658.0,84285331.0,90954710.0,82914340.0,90312544.0,96744444.0,105050144.0
QNT-USD,2021-05-10,16334070.0,20611149.0,15911785.0,22903138.0,29539761.0,22262529.0,47259961.0,16334070.0,20611149.0,15911785.0,22903138.0,29539761.0,22262529.0
QNT-USD,2021-05-23,34756126.0,24798542.0,19005642.0,8950925.0,16300245.0,22364247.0,28103264.0,34756126.0,24798542.0,19005642.0,8950925.0,16300245.0,22364247.0
QNT-USD,2021-06-21,78667166.0,88896563.0,116266628.0,103691858.0,125522754.0,139662553.0,163918133.0,78667166.0,88896563.0,116266628.0,103691858.0,125522754.0,139662553.0
QNT-USD,2021-07-22,155337496.0,178517306.0,192194249.0,182287447.0,194525790.0,209432900.0,239349450.0,155337496.0,178517306.0,192194249.0,182287447.0,194525790.0,209432900.0
QNT-USD,2021-07-26,194525790.0,209432900.0,239349450.0,212844120.0,228418418.0,248242684.0,472746628.0,194525790.0,209432900.0,239349450.0,212844120.0,228418418.0,248242684.0
QNT-USD,2021-09-02,446322483.0,404238814.0,447714048.0,407712901.0,453492665.0,557354815.0,1050370777.0,446322483.0,404238814.0,447714048.0,407712901.0,453492665.0,557354815.0
QNT-USD,2022-01-31,-375272062.0,-347813176.0,-375433180.0,-335542713.0,-295125946.0,-217179449.0,-38214225.0,-375272062.0,-347813176.0,-375433180.0,-335542713.0,-295125946.0,-217179449.0
QNT-USD,2022-07-06,-905846226.0,-870829550.0,-903485061.0,-873293904.0,-844276095.0,-787537976.0,-684012940.0,-905846226.0,-870829550.0,-903485061.0,-873293904.0,-844276095.0,-787537976.0
QNT-USD,2024-11-13,-93136921.0,-60937061.0,-106042642.0,-146039386.0,-173340030.0,-144180268.0,18357788.0,-93136921.0,-60937061.0,-106042642.0,-146039386.0,-173340030.0,-144180268.0
QNT-USD,2024-11-29,10255687.0,57478410.0,23996529.0,64724604.0,112123635.0,178128944.0,416207579.0,10255687.0,57478410.0,23996529.0,64724604.0,112123635.0,178128944.0
QTUM-USD,2021-01-21,11729174113.0,11141554507.0,11774214849.0,11273625004.0,11771570778.0,12896449400.0,11832759514.0,11729174113.0,11141554507.0,11774214849.0,11273625004.0,11771570778.0,12896449400.0
QTUM-USD,2021-02-07,12607006841.0,13233642645.0,14253081572.0,13387949594.0,14383100482.0,15279135975.0,18717274129.0,12607006841.0,13233642645.0,14253081572.0,13387949594.0,14383100482.0,15279135975.0
QTUM-USD,2021-04-03,128823013532.0,130379297887.0,130996332305.0,130081427374.0,130823174785.0,131754536689.0,134398685406.0,128823013532.0,130379297887.0,130996332305.0,130081427374.0,130823174785.0,131754536689.0
QTUM-USD,2021-05-03,142169028491.0,142627080411.0,143287621294.0,143832052189.0,143178439297.0,144120493429.0,147671356184.0,142169028491.0,142627080411.0,143287621294.0,143832052189.0,143178439297.0,144120493429.0
QTUM-USD,2021-05-23,155319668694.0,154167116501.0,153360628456.0,152381884404.0,153450673234.0,154872670297.0,155737582920.0,155319668694.0,154167116501.0,153360628456.0,152381884404.0,153450673234.0,154872670297.0
QTUM-USD,2021-08-04,156215675957.0,156537985849.0,156309789252.0,156496754180.0,156682934284.0,156966298849.0,158286180321.0,156215675957.0,156537985849.0,156309789252.0,156496754180.0,156682934284.0,156966298849.0
QTUM-USD,2021-08-10,158286180321.0,157741855005.0,158275873707.0,157990638764.0,158349271559.0,157951036477.0,158993604167.0,158286180321.0,157741855005.0,158275873707.0,157990638764.0,158349271559.0,157951036477.0
QTUM-USD,2021-09-28,159813228478.0,159545748461.0,159324861713.0,159118402058.0,159342453058.0,159763762405.0,160306874428.0,159813228478.0,159545748461.0,159324861713.0,159118402058.0,159342453058.0,159763762405.0
QTUM-USD,2021-10-30,160633760962.0,161027981215.0,161301098645.0,161058618526.0,162305671076.0,164526068242.0,165299422893.0,160633760962.0,161027981215.0,161301098645.0,161058618526.0,162305671076.0,164526068242.0
QTUM-USD,2022-07-25,166230900288.0,166340234560.0,166274066249.0,166148475123.0,166288859624.0,166457199016.0,166730601093.0,166230900288.0,166340234560.0,166274066249.0,166148475123.0,166288859624.0,166457199016.0
QTUM-USD,2023-06-28,168153792869.0,168179300754.0,168208458563.0,168182273770.0,168205923780.0,168331876776.0,168759451183.0,168153792869.0,168179300754.0,168208458563.0,168182273770.0,168205923780.0,168331876776.0
QTUM-USD,2024-03-01,169673564879.0,169767301941.0,169851080188.0,169920736479.0,170040974603.0,169958999027.0,170843476634.0,169673564879.0,169767301941.0,169851080188.0,169920736479.0,170040974603.0,169958999027.0
QTUM-USD,2024-11-30,170784795455.0,170731422923.0,170786028753.0,170729679350.0,170783038871.0,170914063054.0,171147691144.0,170784795455.0,170731422923.0,170786028753.0,170729679350.0,170783038871.0,170914063054.0
QTUM-USD,2025-01-29,170687548077.0,170633659566.0,170589368471.0,170633758557.0,170674931657.0,171143669646.0,172116075276.0,170687548077.0,170633659566.0,170589368471.0,170633758557.0,170674931657.0,171143669646.0
RAY-USD,2021-03-05,-161812246.0,-173871181.0,-188226271.0,-195305272.0,-193163188.0,-183539803.0,-181582907.0,-161812246.0,-173871181.0,-188226271.0,-195305272.0,-193163188.0,-183539803.0
RAY-USD,2021-04-07,-186213494.0,-198257927.0,-209740464.0,-223373594.0,-215999968.0,-191500399.0,-161919608.0,-186213494.0,-198257927.0,-209740464.0,-223373594.0,-215999968.0,-191500399.0
RAY-USD,2021-04-23,-237304384.0,-194561931.0,-154502977.0,-179091893.0,-164247132.0,-135187644.0,-80595606.0,-237304384.0,-194561931.0,-154502977.0,-179091893.0,-164247132.0,-135187644.0
RAY-USD,2021-05-23,-265637439.0,-308717847.0,-341121065.0,-400256945.0,-364808996.0,-393923975.0,-368983765.0,-265637439.0,-308717847.0,-341121065.0,-400256945.0,-364808996.0,-393923975.0
RAY-USD,2021-08-14,-361135568.0,-273147829.0,-190317693.0,-243912153.0,-147780386.0,103184666.0,434017568.0,-361135568.0,-273147829.0,-190317693.0,-243912153.0,-147780386.0,103184666.0
RAY-USD,2021-08-24,663703269.0,588783427.0,677007579.0,548473155.0,636168422.0,543726555.0,1102132749.0,663703269.0,588783427.0,677007579.0,548473155.0,636168422.0,543726555.0
RAY-USD,2022-07-13,3064792982.0,3051865405.0,3039200977.0,3054325861.0,3141585556.0,3113624577.0,3163647021.0,3064792982.0,3051865405.0,3039200977.0,3054325861.0,3141585556.0,3113624577.0
RAY-USD,2022-11-18,3015216350.0,3004345439.0,2995168477.0,2989209003.0,2984374578.0,3007203900.0,3144447975.0,3015216350.0,3004345439.0,2995168477.0,2989209003.0,2984374578.0,3007203900.0
RAY-USD,2023-01-11,3133255092.0,3148017083.0,3142583238.0,3139033247.0,3142437614.0,3146198898.0,3197878423.0,3133255092.0,3148017083.0,3142583238.0,3139033247.0,3142437614.0,3146198898.0
RAY-USD,2023-10-29,3547127211.0,3543859554.0,3542095620.0,3543945557.0,3547779034.0,3556344513.0,3653192100.0,3547127211.0,3543859554.0,3542095620.0,3543945557.0,3547779034.0,3556344513.0
RAY-USD,2023-11-07,3568455841.0,3558025731.0,3565393604.0,3557713703.0,3565438372.0,3621107722.0,3681505660.0,3568455841.0,3558025731.0,3565393604.0,3557713703.0,3565438372.0,3621107722.0
RAY-USD,2023-12-05,3667312360.0,3655888760.0,3640869368.0,3632062277.0,3645779157.0,3658203452.0,3771851567.0,3667312360.0,3655888760.0,3640869368.0,3632062277.0,3645779157.0,3658203452.0
