breakout_date,breakout_date_1,breakout_high,symbol,breakout_date_2,breakout_date_3
2020-02-09,2020-02-09,0.0170029997825622,MEME-USD,2020-02-09,2020-02-09
2020-02-08,2020-02-09,0.0170239992439746,MEME-USD,2020-02-08,2020-02-09
2020-02-07,2020-02-09,0.0151079995557665,MEME-USD,2020-02-07,2020-02-09
2020-02-06,2020-02-09,0.0167660005390644,MEME-USD,2020-02-06,2020-02-09
2020-03-16,2020-03-16,0.0070270001888275,MEME-USD,2020-03-16,2020-03-16
2020-03-15,2020-03-16,0.0076720002107322,MEME-USD,2020-03-15,2020-03-16
2020-03-14,2020-03-16,0.0070210001431405,MEME-USD,2020-03-14,2020-03-16
2020-03-13,2020-03-16,0.0072059999220073,MEME-USD,2020-03-13,2020-03-16
2020-07-29,2020-07-29,0.0124279996380209,MEME-USD,2020-07-29,2020-07-29
2020-07-28,2020-07-29,0.0189830008894205,MEME-USD,2020-07-28,2020-07-29
2020-07-27,2020-07-29,0.012168999761343,MEME-USD,2020-07-27,2020-07-29
2020-07-26,2020-07-29,0.0120489997789263,MEME-USD,2020-07-26,2020-07-29
2020-09-27,2020-09-27,0.0076930001378059,MEME-USD,2020-09-27,2020-09-27
2020-09-26,2020-09-27,0.0080509996041655,MEME-USD,2020-09-26,2020-09-27
2020-09-25,2020-09-27,0.0082489997148513,MEME-USD,2020-09-25,2020-09-27
2020-09-24,2020-09-27,0.0084049999713897,MEME-USD,2020-09-24,2020-09-27
2020-12-07,2020-12-07,0.0048400000669062,MEME-USD,2020-12-07,2020-12-07
2020-12-05,2020-12-07,0.0044069997966289,MEME-USD,2020-12-05,2020-12-07
2020-12-04,2020-12-07,0.004838999826461,MEME-USD,2020-12-04,2020-12-07
2020-12-03,2020-12-07,0.004838999826461,MEME-USD,2020-12-03,2020-12-07
2021-01-04,2021-01-04,0.007331000175327,MEME-USD,2021-01-04,2021-01-04
2021-01-03,2021-01-04,0.0076139997690916,MEME-USD,2021-01-03,2021-01-04
2021-01-02,2021-01-04,0.007317999843508,MEME-USD,2021-01-02,2021-01-04
2021-01-01,2021-01-04,0.0073649999685585,MEME-USD,2021-01-01,2021-01-04
2021-01-26,2021-01-26,0.0065569998696446,MEME-USD,2021-01-26,2021-01-26
2021-01-25,2021-01-26,0.0076569998636841,MEME-USD,2021-01-25,2021-01-26
2021-01-24,2021-01-26,0.0074169998988509,MEME-USD,2021-01-24,2021-01-26
2021-01-23,2021-01-26,0.0076600001193583,MEME-USD,2021-01-23,2021-01-26
2021-02-01,2021-02-01,0.0377489998936653,MEME-USD,2021-02-01,2021-02-01
2021-01-31,2021-02-01,0.0673609972000122,MEME-USD,2021-01-31,2021-02-01
2021-01-30,2021-02-01,0.0857419967651367,MEME-USD,2021-01-30,2021-02-01
2021-01-29,2021-02-01,0.0933550000190734,MEME-USD,2021-01-29,2021-02-01
2021-03-03,2021-03-03,0.0325310006737709,MEME-USD,2021-03-03,2021-03-03
2021-03-02,2021-03-03,0.0325829982757568,MEME-USD,2021-03-02,2021-03-03
2021-03-01,2021-03-03,0.0329440012574195,MEME-USD,2021-03-01,2021-03-03
2021-02-28,2021-03-03,0.033279001712799,MEME-USD,2021-02-28,2021-03-03
2021-03-08,2021-03-08,0.0407829992473125,MEME-USD,2021-03-08,2021-03-08
2021-03-07,2021-03-08,0.0363500006496906,MEME-USD,2021-03-07,2021-03-08
2021-03-06,2021-03-08,0.0387450009584426,MEME-USD,2021-03-06,2021-03-08
2021-03-05,2021-03-08,0.0332829989492893,MEME-USD,2021-03-05,2021-03-08
2021-04-16,2021-04-16,0.0515119992196559,MEME-USD,2021-04-16,2021-04-16
2021-04-15,2021-04-16,0.0504969991743564,MEME-USD,2021-04-15,2021-04-16
2021-04-14,2021-04-16,0.0504789985716342,MEME-USD,2021-04-14,2021-04-16
2021-04-13,2021-04-16,0.0503219999372959,MEME-USD,2021-04-13,2021-04-16
2021-07-18,2021-07-18,0.0419399999082088,MEME-USD,2021-07-18,2021-07-18
2021-07-17,2021-07-18,0.0451360009610652,MEME-USD,2021-07-17,2021-07-18
2021-07-16,2021-07-18,0.0435310006141662,MEME-USD,2021-07-16,2021-07-18
2021-07-15,2021-07-18,0.0450970008969306,MEME-USD,2021-07-15,2021-07-18
2021-07-25,2021-07-25,0.0542749986052513,MEME-USD,2021-07-25,2021-07-25
2021-07-24,2021-07-25,0.0577419996261596,MEME-USD,2021-07-24,2021-07-25
2021-07-23,2021-07-25,0.05536700040102,MEME-USD,2021-07-23,2021-07-25
2021-07-22,2021-07-25,0.0551239997148513,MEME-USD,2021-07-22,2021-07-25
2021-08-01,2021-08-01,0.0739189982414245,MEME-USD,2021-08-01,2021-08-01
2021-07-31,2021-08-01,0.0747570022940635,MEME-USD,2021-07-31,2021-08-01
2021-07-30,2021-08-01,0.0746349990367889,MEME-USD,2021-07-30,2021-08-01
2021-07-29,2021-08-01,0.0735670030117034,MEME-USD,2021-07-29,2021-08-01
2021-08-26,2021-08-26,0.0497720018029212,MEME-USD,2021-08-26,2021-08-26
2021-08-25,2021-08-26,0.049695000052452,MEME-USD,2021-08-25,2021-08-26
2021-08-24,2021-08-26,0.0577649995684623,MEME-USD,2021-08-24,2021-08-26
2021-08-23,2021-08-26,0.0590640008449554,MEME-USD,2021-08-23,2021-08-26
2021-10-27,2021-10-27,0.0408409982919693,MEME-USD,2021-10-27,2021-10-27
2021-10-26,2021-10-27,0.0413860008120536,MEME-USD,2021-10-26,2021-10-27
2021-10-25,2021-10-27,0.0423090010881423,MEME-USD,2021-10-25,2021-10-27
2021-10-24,2021-10-27,0.041737001389265,MEME-USD,2021-10-24,2021-10-27
2022-01-09,2022-01-09,0.0294380001723766,MEME-USD,2022-01-09,2022-01-09
2022-01-08,2022-01-09,0.0315000005066394,MEME-USD,2022-01-08,2022-01-09
2022-01-07,2022-01-09,0.0270339995622634,MEME-USD,2022-01-07,2022-01-09
2022-01-06,2022-01-09,0.0242129992693662,MEME-USD,2022-01-06,2022-01-09
2022-01-13,2022-01-13,0.0399039983749389,MEME-USD,2022-01-13,2022-01-13
2022-01-12,2022-01-13,0.0367459990084171,MEME-USD,2022-01-12,2022-01-13
2022-01-11,2022-01-13,0.0341750010848045,MEME-USD,2022-01-11,2022-01-13
2022-01-10,2022-01-13,0.0274299997836351,MEME-USD,2022-01-10,2022-01-13
2022-06-18,2022-06-18,0.0278409998863935,MEME-USD,2022-06-18,2022-06-18
2022-06-17,2022-06-18,0.0281199999153614,MEME-USD,2022-06-17,2022-06-18
2022-06-16,2022-06-18,0.0308730006217956,MEME-USD,2022-06-16,2022-06-18
2022-06-15,2022-06-18,0.0305449999868869,MEME-USD,2022-06-15,2022-06-18
2022-07-05,2022-07-05,0.0298330001533031,MEME-USD,2022-07-05,2022-07-05
2022-07-04,2022-07-05,0.0295780003070831,MEME-USD,2022-07-04,2022-07-05
2022-07-03,2022-07-05,0.0281240008771419,MEME-USD,2022-07-03,2022-07-05
2022-07-02,2022-07-05,0.0282829999923706,MEME-USD,2022-07-02,2022-07-05
2022-09-06,2022-09-06,0.0328529998660087,MEME-USD,2022-09-06,2022-09-06
2022-09-05,2022-09-06,0.0336520001292228,MEME-USD,2022-09-05,2022-09-06
2022-09-04,2022-09-06,0.0335990004241466,MEME-USD,2022-09-04,2022-09-06
2022-09-03,2022-09-06,0.0335219986736774,MEME-USD,2022-09-03,2022-09-06
2022-09-28,2022-09-28,0.0448370017111301,MEME-USD,2022-09-28,2022-09-28
2022-09-27,2022-09-28,0.0518629997968673,MEME-USD,2022-09-27,2022-09-28
2022-09-26,2022-09-28,0.0591849982738494,MEME-USD,2022-09-26,2022-09-28
2022-09-25,2022-09-28,0.0588079988956451,MEME-USD,2022-09-25,2022-09-28
2022-10-04,2022-10-04,0.0599419996142387,MEME-USD,2022-10-04,2022-10-04
2022-10-03,2022-10-04,0.0583709999918937,MEME-USD,2022-10-03,2022-10-04
2022-10-02,2022-10-04,0.059078998863697,MEME-USD,2022-10-02,2022-10-04
2022-10-01,2022-10-04,0.0589139983057975,MEME-USD,2022-10-01,2022-10-04
2022-10-23,2022-10-23,0.0546180009841918,MEME-USD,2022-10-23,2022-10-23
2022-10-22,2022-10-23,0.0542800016701221,MEME-USD,2022-10-22,2022-10-23
2022-10-21,2022-10-23,0.0519409999251365,MEME-USD,2022-10-21,2022-10-23
2022-10-20,2022-10-23,0.0556299984455108,MEME-USD,2022-10-20,2022-10-23
2022-11-01,2022-11-01,0.0883250012993812,MEME-USD,2022-11-01,2022-11-01
2022-10-31,2022-11-01,0.0829479992389679,MEME-USD,2022-10-31,2022-11-01
2022-10-30,2022-11-01,0.080605000257492,MEME-USD,2022-10-30,2022-11-01
2022-10-29,2022-11-01,0.0810210034251213,MEME-USD,2022-10-29,2022-11-01
2022-11-07,2022-11-07,0.1034469977021217,MEME-USD,2022-11-07,2022-11-07
2022-11-06,2022-11-07,0.1182530000805854,MEME-USD,2022-11-06,2022-11-07
2022-11-05,2022-11-07,0.1711309999227523,MEME-USD,2022-11-05,2022-11-07
2022-11-04,2022-11-07,0.1489630043506622,MEME-USD,2022-11-04,2022-11-07
2022-11-13,2022-11-13,0.1337870061397552,MEME-USD,2022-11-13,2022-11-13
2022-11-12,2022-11-13,0.1422819942235946,MEME-USD,2022-11-12,2022-11-13
2022-11-11,2022-11-13,0.1468250006437301,MEME-USD,2022-11-11,2022-11-13
2022-11-10,2022-11-13,0.1278019994497299,MEME-USD,2022-11-10,2022-11-13
2022-11-27,2022-11-27,0.1570180058479309,MEME-USD,2022-11-27,2022-11-27
2022-11-26,2022-11-27,0.1625020056962967,MEME-USD,2022-11-26,2022-11-27
2022-11-25,2022-11-27,0.1622070074081421,MEME-USD,2022-11-25,2022-11-27
2022-11-24,2022-11-27,0.1927970051765442,MEME-USD,2022-11-24,2022-11-27
2023-02-06,2023-02-06,0.1505970060825348,MEME-USD,2023-02-06,2023-02-06
2023-02-05,2023-02-06,0.1196940019726753,MEME-USD,2023-02-05,2023-02-06
2023-02-04,2023-02-06,0.1360879987478256,MEME-USD,2023-02-04,2023-02-06
2023-02-03,2023-02-06,0.1394200026988983,MEME-USD,2023-02-03,2023-02-06
2023-02-12,2023-02-12,0.0962530001997947,MEME-USD,2023-02-12,2023-02-12
2023-02-11,2023-02-12,0.1084040030837059,MEME-USD,2023-02-11,2023-02-12
2023-02-10,2023-02-12,0.1257230043411255,MEME-USD,2023-02-10,2023-02-12
2023-02-09,2023-02-12,0.1303829997777938,MEME-USD,2023-02-09,2023-02-12
2023-02-26,2023-02-26,0.1187449991703033,MEME-USD,2023-02-26,2023-02-26
2023-02-25,2023-02-26,0.116515003144741,MEME-USD,2023-02-25,2023-02-26
2023-02-24,2023-02-26,0.1212420016527175,MEME-USD,2023-02-24,2023-02-26
2023-02-23,2023-02-26,0.1302320063114166,MEME-USD,2023-02-23,2023-02-26
2023-03-04,2023-03-04,0.1318109929561615,MEME-USD,2023-03-04,2023-03-04
2023-03-03,2023-03-04,0.1644549965858459,MEME-USD,2023-03-03,2023-03-04
2023-03-02,2023-03-04,0.2022030055522918,MEME-USD,2023-03-02,2023-03-04
2023-03-01,2023-03-04,0.2069839984178543,MEME-USD,2023-03-01,2023-03-04
2023-03-21,2023-03-21,0.2172099947929382,MEME-USD,2023-03-21,2023-03-21
2023-03-20,2023-03-21,0.2198009938001632,MEME-USD,2023-03-20,2023-03-21
2023-03-19,2023-03-21,0.1821260005235672,MEME-USD,2023-03-19,2023-03-21
2023-03-18,2023-03-21,0.2165980041027069,MEME-USD,2023-03-18,2023-03-21
2023-04-05,2023-04-05,0.2210270017385482,MEME-USD,2023-04-05,2023-04-05
2023-04-04,2023-04-05,0.2247429937124252,MEME-USD,2023-04-04,2023-04-05
2023-04-03,2023-04-05,0.1966769993305206,MEME-USD,2023-04-03,2023-04-05
2023-04-02,2023-04-05,0.2086630016565323,MEME-USD,2023-04-02,2023-04-05
2023-04-13,2023-04-13,0.2088969945907592,MEME-USD,2023-04-13,2023-04-13
2023-04-12,2023-04-13,0.2143069952726364,MEME-USD,2023-04-12,2023-04-13
2023-04-11,2023-04-13,0.2683210074901581,MEME-USD,2023-04-11,2023-04-13
2023-04-10,2023-04-13,0.2310580015182495,MEME-USD,2023-04-10,2023-04-13
2023-05-02,2023-05-02,0.1453509926795959,MEME-USD,2023-05-02,2023-05-02
2023-05-01,2023-05-02,0.147936999797821,MEME-USD,2023-05-01,2023-05-02
2023-04-30,2023-05-02,0.1165380030870437,MEME-USD,2023-04-30,2023-05-02
2023-04-29,2023-05-02,0.202343001961708,MEME-USD,2023-04-29,2023-05-02
2023-05-14,2023-05-14,0.0711390003561973,MEME-USD,2023-05-14,2023-05-14
2023-05-13,2023-05-14,0.0891069993376731,MEME-USD,2023-05-13,2023-05-14
2023-05-12,2023-05-14,0.1010340005159378,MEME-USD,2023-05-12,2023-05-14
2023-05-11,2023-05-14,0.0670320019125938,MEME-USD,2023-05-11,2023-05-14
2023-05-22,2023-05-22,0.0539419986307621,MEME-USD,2023-05-22,2023-05-22
2023-05-21,2023-05-22,0.0525510013103485,MEME-USD,2023-05-21,2023-05-22
2023-05-20,2023-05-22,0.0750200003385543,MEME-USD,2023-05-20,2023-05-22
2023-05-19,2023-05-22,0.0616789981722831,MEME-USD,2023-05-19,2023-05-22
2023-05-27,2023-05-27,0.0740429982542991,MEME-USD,2023-05-27,2023-05-27
2023-05-26,2023-05-27,0.0744659975171089,MEME-USD,2023-05-26,2023-05-27
2023-05-25,2023-05-27,0.0740209966897964,MEME-USD,2023-05-25,2023-05-27
2023-05-24,2023-05-27,0.0407500006258487,MEME-USD,2023-05-24,2023-05-27
2023-06-09,2023-06-09,0.030299000442028,MEME-USD,2023-06-09,2023-06-09
2023-06-08,2023-06-09,0.0468299984931945,MEME-USD,2023-06-08,2023-06-09
2023-06-07,2023-06-09,0.0425020009279251,MEME-USD,2023-06-07,2023-06-09
2023-06-06,2023-06-09,0.0381829999387264,MEME-USD,2023-06-06,2023-06-09
2023-06-24,2023-06-24,0.0350980013608932,MEME-USD,2023-06-24,2023-06-24
2023-06-23,2023-06-24,0.0357379987835884,MEME-USD,2023-06-23,2023-06-24
2023-06-22,2023-06-24,0.0347170010209083,MEME-USD,2023-06-22,2023-06-24
2023-06-21,2023-06-24,0.0349519997835159,MEME-USD,2023-06-21,2023-06-24
2023-07-07,2023-07-07,0.0304220002144575,MEME-USD,2023-07-07,2023-07-07
2023-07-06,2023-07-07,0.0392439998686313,MEME-USD,2023-07-06,2023-07-07
2023-07-05,2023-07-07,0.0381829999387264,MEME-USD,2023-07-05,2023-07-07
2023-07-04,2023-07-07,0.0384639985859394,MEME-USD,2023-07-04,2023-07-07
2023-07-17,2023-07-17,0.0382529981434345,MEME-USD,2023-07-17,2023-07-17
2023-07-16,2023-07-17,0.038307998329401,MEME-USD,2023-07-16,2023-07-17
2023-07-15,2023-07-17,0.0417900010943412,MEME-USD,2023-07-15,2023-07-17
2023-07-14,2023-07-17,0.0426150001585483,MEME-USD,2023-07-14,2023-07-17
2023-08-08,2023-08-08,0.023489000275731,MEME-USD,2023-08-08,2023-08-08
2023-08-07,2023-08-08,0.027845000848174,MEME-USD,2023-08-07,2023-08-08
2023-08-06,2023-08-08,0.030078999698162,MEME-USD,2023-08-06,2023-08-08
2023-08-05,2023-08-08,0.0300760008394718,MEME-USD,2023-08-05,2023-08-08
2023-08-25,2023-08-25,0.0267319995909929,MEME-USD,2023-08-25,2023-08-25
2023-08-24,2023-08-25,0.0270629990845918,MEME-USD,2023-08-24,2023-08-25
2023-08-23,2023-08-25,0.0272989999502897,MEME-USD,2023-08-23,2023-08-25
2023-08-22,2023-08-25,0.0266169998794794,MEME-USD,2023-08-22,2023-08-25
2023-11-22,2023-11-22,0.0324749983847141,MEME-USD,2023-11-22,2023-11-22
2023-11-21,2023-11-22,0.0345220007002353,MEME-USD,2023-11-21,2023-11-22
2023-11-20,2023-11-22,0.0332299992442131,MEME-USD,2023-11-20,2023-11-22
2023-11-19,2023-11-22,0.0336439982056617,MEME-USD,2023-11-19,2023-11-22
2023-12-02,2023-12-02,0.0339020006358623,MEME-USD,2023-12-02,2023-12-02
2023-12-01,2023-12-02,0.0301280003041028,MEME-USD,2023-12-01,2023-12-02
2023-11-30,2023-12-02,0.0295020006597042,MEME-USD,2023-11-30,2023-12-02
2023-11-29,2023-12-02,0.030299000442028,MEME-USD,2023-11-29,2023-12-02
2024-02-28,2024-02-28,0.0379119999706745,MEME-USD,2024-02-28,2024-02-28
2024-02-27,2024-02-28,0.038502998650074,MEME-USD,2024-02-27,2024-02-28
2024-02-26,2024-02-28,0.0321290008723735,MEME-USD,2024-02-26,2024-02-28
2024-02-25,2024-02-28,0.0289869997650384,MEME-USD,2024-02-25,2024-02-28
2024-10-11,2024-10-11,0.0102490000426769,MEME-USD,2024-10-11,2024-10-11
2024-10-10,2024-10-11,0.009608999826014,MEME-USD,2024-10-10,2024-10-11
2024-10-09,2024-10-11,0.01025400031358,MEME-USD,2024-10-09,2024-10-11
2024-10-08,2024-10-11,0.0104270000010728,MEME-USD,2024-10-08,2024-10-11
2025-04-15,2025-04-15,0.0015600000042468,MEME-USD,2025-04-15,2025-04-15
2025-04-14,2025-04-15,0.0016250000335276,MEME-USD,2025-04-14,2025-04-15
2025-04-13,2025-04-15,0.0016649999888613,MEME-USD,2025-04-13,2025-04-15
2025-04-12,2025-04-15,0.0016740000573918,MEME-USD,2025-04-12,2025-04-15
2025-05-06,2025-05-06,0.0018739999504759,MEME-USD,2025-05-06,2025-05-06
2025-05-05,2025-05-06,0.0020779999904334,MEME-USD,2025-05-05,2025-05-06
2025-05-04,2025-05-06,0.002064999891445,MEME-USD,2025-05-04,2025-05-06
2025-05-03,2025-05-06,0.0021639999467879,MEME-USD,2025-05-03,2025-05-06
2021-06-16,2021-06-16,4.942572116851807,METIS-USD,2021-06-16,2021-06-16
2021-06-15,2021-06-16,5.007152080535889,METIS-USD,2021-06-15,2021-06-16
2021-06-14,2021-06-16,5.070474147796631,METIS-USD,2021-06-14,2021-06-16
2021-06-13,2021-06-16,5.080668926239014,METIS-USD,2021-06-13,2021-06-16
2021-08-18,2021-08-18,4.257894992828369,METIS-USD,2021-08-18,2021-08-18
2021-08-17,2021-08-18,4.701290130615234,METIS-USD,2021-08-17,2021-08-18
2021-08-16,2021-08-18,4.444577217102051,METIS-USD,2021-08-16,2021-08-18
2021-08-15,2021-08-18,4.57377290725708,METIS-USD,2021-08-15,2021-08-18
2021-08-24,2021-08-24,11.580334663391112,METIS-USD,2021-08-24,2021-08-24
2021-08-23,2021-08-24,11.313079833984377,METIS-USD,2021-08-23,2021-08-24
2021-08-22,2021-08-24,11.980528831481934,METIS-USD,2021-08-22,2021-08-24
2021-08-21,2021-08-24,8.357844352722168,METIS-USD,2021-08-21,2021-08-24
2021-08-30,2021-08-30,16.233718872070312,METIS-USD,2021-08-30,2021-08-30
2021-08-29,2021-08-30,16.499103546142578,METIS-USD,2021-08-29,2021-08-30
2021-08-28,2021-08-30,17.229312896728516,METIS-USD,2021-08-28,2021-08-30
2021-08-27,2021-08-30,17.62290382385254,METIS-USD,2021-08-27,2021-08-30
2021-09-03,2021-09-03,31.319942474365234,METIS-USD,2021-09-03,2021-09-03
2021-09-02,2021-09-03,23.45598220825196,METIS-USD,2021-09-02,2021-09-03
2021-09-01,2021-09-03,20.98480796813965,METIS-USD,2021-09-01,2021-09-03
2021-08-31,2021-09-03,19.25379753112793,METIS-USD,2021-08-31,2021-09-03
2021-09-28,2021-09-28,38.69818115234375,METIS-USD,2021-09-28,2021-09-28
2021-09-27,2021-09-28,41.23396301269531,METIS-USD,2021-09-27,2021-09-28
2021-09-26,2021-09-28,41.7616081237793,METIS-USD,2021-09-26,2021-09-28
2021-09-25,2021-09-28,41.24910736083984,METIS-USD,2021-09-25,2021-09-28
2021-10-20,2021-10-20,45.42928314208984,METIS-USD,2021-10-20,2021-10-20
2021-10-19,2021-10-20,49.53271484375,METIS-USD,2021-10-19,2021-10-20
2021-10-18,2021-10-20,48.70588684082031,METIS-USD,2021-10-18,2021-10-20
2021-10-17,2021-10-20,49.7642822265625,METIS-USD,2021-10-17,2021-10-20
2021-11-04,2021-11-04,76.11030578613281,METIS-USD,2021-11-04,2021-11-04
2021-11-03,2021-11-04,82.19786834716797,METIS-USD,2021-11-03,2021-11-04
2021-11-02,2021-11-04,75.2209243774414,METIS-USD,2021-11-02,2021-11-04
2021-11-01,2021-11-04,70.58916473388672,METIS-USD,2021-11-01,2021-11-04
2021-12-14,2021-12-14,56.19343566894531,METIS-USD,2021-12-14,2021-12-14
2021-12-13,2021-12-14,69.78551483154297,METIS-USD,2021-12-13,2021-12-14
2021-12-12,2021-12-14,71.00285339355469,METIS-USD,2021-12-12,2021-12-14
2021-12-11,2021-12-14,66.2270278930664,METIS-USD,2021-12-11,2021-12-14
2021-12-22,2021-12-22,78.2000961303711,METIS-USD,2021-12-22,2021-12-22
2021-12-21,2021-12-22,78.35952758789062,METIS-USD,2021-12-21,2021-12-22
2021-12-20,2021-12-22,74.35316467285156,METIS-USD,2021-12-20,2021-12-22
2021-12-19,2021-12-22,76.86054229736328,METIS-USD,2021-12-19,2021-12-22
2021-12-27,2021-12-27,163.3694305419922,METIS-USD,2021-12-27,2021-12-27
2021-12-26,2021-12-27,151.1727294921875,METIS-USD,2021-12-26,2021-12-27
2021-12-25,2021-12-27,118.3646469116211,METIS-USD,2021-12-25,2021-12-27
2021-12-24,2021-12-27,93.88084411621094,METIS-USD,2021-12-24,2021-12-27
2022-01-11,2022-01-11,206.97314453125,METIS-USD,2022-01-11,2022-01-11
2022-01-10,2022-01-11,218.68264770507807,METIS-USD,2022-01-10,2022-01-11
2022-01-09,2022-01-11,196.9266357421875,METIS-USD,2022-01-09,2022-01-11
2022-01-08,2022-01-11,187.46047973632807,METIS-USD,2022-01-08,2022-01-11
2022-02-03,2022-02-03,112.9546890258789,METIS-USD,2022-02-03,2022-02-03
2022-02-02,2022-02-03,127.86026763916016,METIS-USD,2022-02-02,2022-02-03
2022-02-01,2022-02-03,125.26958465576172,METIS-USD,2022-02-01,2022-02-03
2022-01-31,2022-02-03,119.6861572265625,METIS-USD,2022-01-31,2022-02-03
2022-02-12,2022-02-12,119.94450378417967,METIS-USD,2022-02-12,2022-02-12
2022-02-11,2022-02-12,139.88055419921875,METIS-USD,2022-02-11,2022-02-12
2022-02-10,2022-02-12,161.67750549316406,METIS-USD,2022-02-10,2022-02-12
2022-02-09,2022-02-12,153.6361541748047,METIS-USD,2022-02-09,2022-02-12
2022-02-25,2022-02-25,106.4798812866211,METIS-USD,2022-02-25,2022-02-25
2022-02-24,2022-02-25,104.29248809814452,METIS-USD,2022-02-24,2022-02-25
2022-02-23,2022-02-25,116.85079956054688,METIS-USD,2022-02-23,2022-02-25
2022-02-22,2022-02-25,111.83211517333984,METIS-USD,2022-02-22,2022-02-25
2022-05-12,2022-05-12,26.12826919555664,METIS-USD,2022-05-12,2022-05-12
2022-05-11,2022-05-12,38.27632141113281,METIS-USD,2022-05-11,2022-05-12
2022-05-10,2022-05-12,39.35987854003906,METIS-USD,2022-05-10,2022-05-12
2022-05-09,2022-05-12,43.10670852661133,METIS-USD,2022-05-09,2022-05-12
2022-07-25,2022-07-25,30.605775833129883,METIS-USD,2022-07-25,2022-07-25
2022-07-24,2022-07-25,31.53118324279785,METIS-USD,2022-07-24,2022-07-25
2022-07-23,2022-07-25,32.011905670166016,METIS-USD,2022-07-23,2022-07-25
2022-07-22,2022-07-25,34.51171112060547,METIS-USD,2022-07-22,2022-07-25
2022-08-01,2022-08-01,34.32061004638672,METIS-USD,2022-08-01,2022-08-01
2022-07-31,2022-08-01,35.69641876220703,METIS-USD,2022-07-31,2022-08-01
2022-07-30,2022-08-01,37.74041366577149,METIS-USD,2022-07-30,2022-08-01
2022-07-29,2022-08-01,39.19181823730469,METIS-USD,2022-07-29,2022-08-01
2023-01-24,2023-01-24,27.54390335083008,METIS-USD,2023-01-24,2023-01-24
2023-01-23,2023-01-24,26.32199478149414,METIS-USD,2023-01-23,2023-01-24
2023-01-22,2023-01-24,22.507543563842773,METIS-USD,2023-01-22,2023-01-24
2023-01-21,2023-01-24,23.0956974029541,METIS-USD,2023-01-21,2023-01-24
2023-09-17,2023-09-17,10.550918579101562,METIS-USD,2023-09-17,2023-09-17
2023-09-16,2023-09-17,10.767553329467772,METIS-USD,2023-09-16,2023-09-17
2023-09-15,2023-09-17,10.868294715881348,METIS-USD,2023-09-15,2023-09-17
2023-09-14,2023-09-17,10.914588928222656,METIS-USD,2023-09-14,2023-09-17
2023-12-19,2023-12-19,28.63784980773925,METIS-USD,2023-12-19,2023-12-19
2023-12-18,2023-12-19,31.218618392944336,METIS-USD,2023-12-18,2023-12-19
2023-12-17,2023-12-19,24.911096572875977,METIS-USD,2023-12-17,2023-12-19
2023-12-16,2023-12-19,25.48990058898925,METIS-USD,2023-12-16,2023-12-19
2023-12-23,2023-12-23,41.23130416870117,METIS-USD,2023-12-23,2023-12-23
2023-12-22,2023-12-23,40.22393798828125,METIS-USD,2023-12-22,2023-12-23
2023-12-21,2023-12-23,32.97709655761719,METIS-USD,2023-12-21,2023-12-23
2023-12-20,2023-12-23,27.7584228515625,METIS-USD,2023-12-20,2023-12-23
2024-01-07,2024-01-07,82.50367736816406,METIS-USD,2024-01-07,2024-01-07
2024-01-06,2024-01-07,90.23151397705078,METIS-USD,2024-01-06,2024-01-07
2024-01-05,2024-01-07,97.71408081054688,METIS-USD,2024-01-05,2024-01-07
2024-01-04,2024-01-07,96.85665893554688,METIS-USD,2024-01-04,2024-01-07
2024-03-08,2024-03-08,101.11106872558594,METIS-USD,2024-03-08,2024-03-08
2024-03-07,2024-03-08,104.1434326171875,METIS-USD,2024-03-07,2024-03-08
2024-03-06,2024-03-08,102.1625747680664,METIS-USD,2024-03-06,2024-03-08
2024-03-05,2024-03-08,110.83255767822266,METIS-USD,2024-03-05,2024-03-08
2024-05-18,2024-05-18,63.013858795166016,METIS-USD,2024-05-18,2024-05-18
2024-05-17,2024-05-18,62.52439880371094,METIS-USD,2024-05-17,2024-05-18
2024-05-16,2024-05-18,59.08230209350586,METIS-USD,2024-05-16,2024-05-18
2024-05-15,2024-05-18,58.6593017578125,METIS-USD,2024-05-15,2024-05-18
2024-11-20,2024-11-20,45.16264343261719,METIS-USD,2024-11-20,2024-11-20
2024-11-19,2024-11-20,47.97607421875,METIS-USD,2024-11-19,2024-11-20
2024-11-18,2024-11-20,47.08981704711914,METIS-USD,2024-11-18,2024-11-20
2024-11-17,2024-11-20,48.788360595703125,METIS-USD,2024-11-17,2024-11-20
2025-05-06,2025-05-06,14.796395301818848,METIS-USD,2025-05-06,2025-05-06
2025-05-05,2025-05-06,14.974074363708496,METIS-USD,2025-05-05,2025-05-06
2025-05-04,2025-05-06,15.388188362121582,METIS-USD,2025-05-04,2025-05-06
2025-05-03,2025-05-06,16.15735626220703,METIS-USD,2025-05-03,2025-05-06
2021-07-20,2021-07-20,1.047752022743225,MINA-USD,2021-07-20,2021-07-20
2021-07-19,2021-07-20,1.0771520137786863,MINA-USD,2021-07-19,2021-07-20
2021-07-18,2021-07-20,1.1872379779815674,MINA-USD,2021-07-18,2021-07-20
2021-07-17,2021-07-20,1.158684015274048,MINA-USD,2021-07-17,2021-07-20
2021-08-01,2021-08-01,1.6558799743652344,MINA-USD,2021-08-01,2021-08-01
2021-07-31,2021-08-01,1.7290029525756836,MINA-USD,2021-07-31,2021-08-01
2021-07-30,2021-08-01,1.496222972869873,MINA-USD,2021-07-30,2021-08-01
2021-07-29,2021-08-01,1.4076249599456787,MINA-USD,2021-07-29,2021-08-01
