symbol,breakout_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
JUP-USD,2022-06-17,124413452.43290699,148010844.63594556,227939594.23215714,225254345.79568058,203352894.4722582,188802223.35838476,176020163.21515158,124413452.43290699,148010844.63594556,227939594.23215714,225254345.79568058,203352894.4722582,188802223.35838476
JUP-USD,2022-06-21,203352894.4722582,188802223.35838476,176020163.21515158,159593985.31834114,171735879.08866975,277955698.3718562,369275097.1499605,203352894.4722582,188802223.35838476,176020163.21515158,159593985.31834114,171735879.08866975,277955698.3718562
JUP-USD,2022-07-03,258914914.33876392,304039841.55442536,342978829.7282399,321858927.20294243,286137120.80398744,263233638.3683394,388364216.9628015,258914914.33876392,304039841.55442536,342978829.7282399,321858927.20294243,286137120.80398744,263233638.3683394
JUP-USD,2022-08-31,73361509.74577041,71624370.06139897,67964657.57808577,64072037.40372439,57767063.227385454,51659532.54749787,127553354.81631021,73361509.74577041,71624370.06139897,67964657.57808577,64072037.40372439,57767063.227385454,51659532.54749787
JUP-USD,2022-12-11,56820429.67982205,52391665.83611624,52953173.62111743,52637626.28337117,50927952.090620555,50024992.242896974,139741987.7160872,56820429.67982205,52391665.83611624,52953173.62111743,52637626.28337117,50927952.090620555,50024992.242896974
JUP-USD,2023-03-24,89265804.52682678,98449558.52363685,92276825.35292989,89387234.60763536,81593594.81461062,115665506.03756054,140563065.46587676,89265804.52682678,98449558.52363685,92276825.35292989,89387234.60763536,81593594.81461062,115665506.03756054
JUP-USD,2023-03-30,140563065.46587676,131250705.14324771,129352620.60501485,128804973.56636202,117852023.55339532,223831179.6449238,342871723.1367091,140563065.46587676,131250705.14324771,129352620.60501485,128804973.56636202,117852023.55339532,223831179.6449238
JUP-USD,2023-04-05,342871723.1367091,368211946.0440922,394231546.3442701,370480334.2410902,365044053.42643166,334786244.9089832,537995275.5840001,342871723.1367091,368211946.0440922,394231546.3442701,370480334.2410902,365044053.42643166,334786244.9089832
JUP-USD,2023-04-09,365044053.42643166,334786244.9089832,537995275.5840001,787523140.6894312,697166532.0472248,622900016.0761989,541261282.2403958,365044053.42643166,334786244.9089832,537995275.5840001,787523140.6894312,697166532.0472248,622900016.0761989
JUP-USD,2023-09-27,22449098.74575004,20223796.473904856,18143415.485143922,17067136.43988082,14561464.819061212,16822452.72613565,34851848.53790912,22449098.74575004,20223796.473904856,18143415.485143922,17067136.43988082,14561464.819061212,16822452.72613565
JUP-USD,2023-10-19,19123944.18019105,18172504.43892177,17443159.09047277,19213418.53749027,20842412.478498064,19395815.314852823,22071832.901035704,19123944.18019105,18172504.43892177,17443159.09047277,19213418.53749027,20842412.478498064,19395815.314852823
JUP-USD,2023-11-09,31056407.999056146,27665997.798376136,24700140.611934677,22552564.047300365,23704705.078603193,23609285.013557225,39229078.45248033,31056407.999056146,27665997.798376136,24700140.611934677,22552564.047300365,23704705.078603193,23609285.013557225
JUP-USD,2023-11-17,38816930.25294132,38195927.436606415,33237513.50118369,29322508.197365753,27721621.074171714,26068547.638228856,33706178.00562838,38816930.25294132,38195927.436606415,33237513.50118369,29322508.197365753,27721621.074171714,26068547.638228856
JUP-USD,2023-12-05,27221460.59870124,42219760.88013077,38638520.11547808,36280189.37662229,33380975.67923885,32207885.727858093,38396685.8963726,27221460.59870124,42219760.88013077,38638520.11547808,36280189.37662229,33380975.67923885,32207885.727858093
JUP-USD,2023-12-15,41642780.11834687,40420018.09150873,41557698.061413005,43198091.37841305,44221752.918437205,45579470.18287003,45021364.74987965,41642780.11834687,40420018.09150873,41557698.061413005,43198091.37841305,44221752.918437205,45579470.18287003
JUP-USD,2023-12-25,36394496.07464622,35261688.82055044,45869032.89782219,46575591.23589812,44289564.24960728,57366279.16098046,70406993.09899852,36394496.07464622,35261688.82055044,45869032.89782219,46575591.23589812,44289564.24960728,57366279.16098046
JUP-USD,2024-01-13,30494199.04303366,29026784.848927,27628531.168347236,25724982.888866067,24339230.248144895,22683243.659363475,23327799.81478526,30494199.04303366,29026784.848927,27628531.168347236,25724982.888866067,24339230.248144895,22683243.659363475
JUP-USD,2024-01-26,24928779.304793112,23641761.039878286,23569240.78821934,21755549.448119998,28183513.702926107,31734867.121897154,52681987.77543719,24928779.304793112,23641761.039878286,23569240.78821934,21755549.448119998,28183513.702926107,31734867.121897154
JUP-USD,2024-04-19,7978576.489334274,7024932.78403439,6879771.775994835,6598852.352996239,5756273.984216909,13147315.791971052,14168949.268901227,7978576.489334274,7024932.78403439,6879771.775994835,6598852.352996239,5756273.984216909,13147315.791971052
JUP-USD,2024-09-02,2499162.29104797,2513770.108902901,2087301.0229043704,1775814.6334166192,1538442.934587564,1325516.393430015,1350961.6686172758,2499162.29104797,2513770.108902901,2087301.0229043704,1775814.6334166192,1538442.934587564,1325516.393430015
JUP-USD,2024-09-22,5487781.012357706,5110798.018476834,4497229.3310830975,4947760.228420906,4533015.963726233,5003359.278033617,4389676.685214616,5487781.012357706,5110798.018476834,4497229.3310830975,4947760.228420906,4533015.963726233,5003359.278033617
JUP-USD,2024-09-29,6435939.064929394,8001657.2256782595,6809377.303307014,6264000.600423229,6312162.928442188,5393147.08043271,4611178.908354656,6435939.064929394,8001657.2256782595,6809377.303307014,6264000.600423229,6312162.928442188,5393147.08043271
JUP-USD,2024-10-06,5004708.233799912,5352163.463051505,4776984.522728249,4299468.100960625,3924850.6611413276,3897650.085977249,3442694.8187590223,5004708.233799912,5352163.463051505,4776984.522728249,4299468.100960625,3924850.6611413276,3897650.085977249
JUP-USD,2024-10-11,3897650.085977249,3442694.8187590223,3302028.20782301,3530656.318510739,3068164.706079461,4026300.077155071,3595260.422525294,3897650.085977249,3442694.8187590223,3302028.20782301,3530656.318510739,3068164.706079461,4026300.077155071
JUP-USD,2024-10-15,3068164.706079461,4026300.077155071,3595260.422525294,4971608.431527098,5038915.423701624,4458706.089699133,3897543.490269782,3068164.706079461,4026300.077155071,3595260.422525294,4971608.431527098,5038915.423701624,4458706.089699133
JUP-USD,2024-10-25,4803303.182438995,4625211.066149688,4450086.857316459,4566681.217920818,4730252.117432354,4334147.853651128,3886574.4938399666,4803303.182438995,4625211.066149688,4450086.857316459,4566681.217920818,4730252.117432354,4334147.853651128
JUP-USD,2024-11-03,5288456.599199295,4577834.228723842,4402087.769752808,5342200.81707871,5485985.05288391,4631666.691900328,5054808.048451338,5288456.599199295,4577834.228723842,4402087.769752808,5342200.81707871,5485985.05288391,4631666.691900328
JUP-USD,2024-11-08,4631666.691900328,5054808.048451338,5577113.853430213,5359956.683395628,5234675.9753164435,5161211.456576448,5491456.229171284,4631666.691900328,5054808.048451338,5577113.853430213,5359956.683395628,5234675.9753164435,5161211.456576448
JUP-USD,2024-11-20,5602194.078284544,6516763.319659874,6303551.258861681,7404666.215470184,9386270.790696543,9096639.943362579,8917202.605951058,5602194.078284544,6516763.319659874,6303551.258861681,7404666.215470184,9386270.790696543,9096639.943362579
JUP-USD,2024-11-28,8636724.775382327,8175796.024825324,7945305.966244401,16788917.8788915,43321931.58885352,36160311.86765207,30775587.683262847,8636724.775382327,8175796.024825324,7945305.966244401,16788917.8788915,43321931.58885352,36160311.86765207
JUP-USD,2024-12-07,41093180.3444686,37902503.260062486,33454734.053197216,28472768.166866545,24057368.043693695,25034311.33881352,21577116.78273583,41093180.3444686,37902503.260062486,33454734.053197216,28472768.166866545,24057368.043693695,25034311.33881352
JUP-USD,2024-12-17,13832346.26349657,12713505.746484118,11693058.423951443,13310509.670893978,13201338.638891201,13484553.642267814,11764355.79902136,13832346.26349657,12713505.746484118,11693058.423951443,13310509.670893978,13201338.638891201,13484553.642267814
JUP-USD,2025-01-08,11576122.867962297,11858850.37463497,12533798.042142976,10654188.576267725,10568870.750240829,9634202.408917448,8174805.565359564,11576122.867962297,11858850.37463497,12533798.042142976,10654188.576267725,10568870.750240829,9634202.408917448
JUP-USD,2025-01-12,10568870.750240829,9634202.408917448,8174805.565359564,7800736.26610207,7278220.67664354,14789579.352490298,12594684.577182122,10568870.750240829,9634202.408917448,8174805.565359564,7800736.26610207,7278220.67664354,14789579.352490298
JUP-USD,2025-01-18,12594684.577182122,12118072.186171707,12823443.385627696,13410151.851094913,15543406.375140887,14934053.237567466,16426170.484016772,12594684.577182122,12118072.186171707,12823443.385627696,13410151.851094913,15543406.375140887,14934053.237567466
JUP-USD,2025-01-22,15543406.375140887,14934053.237567466,16426170.484016772,16657687.481490996,14648469.205045473,17978000.314634193,17766345.463243075,15543406.375140887,14934053.237567466,16426170.484016772,16657687.481490996,14648469.205045473,17978000.314634193
JUP-USD,2025-01-29,27019000.530509505,26050495.928623825,22795605.16333179,20036710.361650847,19347448.38590081,17274158.19765675,16031593.083715316,27019000.530509505,26050495.928623825,22795605.16333179,20036710.361650847,19347448.38590081,17274158.19765675
JUP-USD,2025-02-10,12451979.668799073,12392133.386042707,10643059.610325428,11304659.195658341,12064837.422881749,10943649.720956767,9676050.254536707,12451979.668799073,12392133.386042707,10643059.610325428,11304659.195658341,12064837.422881749,10943649.720956767
JUP-USD,2025-02-18,9279984.51116608,8189522.38031991,8030817.275189722,8044539.74712548,9682473.951769292,8315095.577725474,7263089.318436867,9279984.51116608,8189522.38031991,8030817.275189722,8044539.74712548,9682473.951769292,8315095.577725474
JUP-USD,2025-02-22,9682473.951769292,8315095.577725474,7263089.318436867,6962752.806959253,5984849.3654547,5887593.586234637,5362418.722985184,9682473.951769292,8315095.577725474,7263089.318436867,6962752.806959253,5984849.3654547,5887593.586234637
JUP-USD,2025-02-27,5887593.586234637,5362418.722985184,4935634.563564983,5815921.181456713,5676410.258028282,5213049.858060362,4346422.9653762,5887593.586234637,5362418.722985184,4935634.563564983,5815921.181456713,5676410.258028282,5213049.858060362
JUP-USD,2025-03-05,4346422.9653762,4151700.435120506,5206748.748360211,4268073.829724094,3530287.6204480687,4153379.0053629633,3814513.282665052,4346422.9653762,4151700.435120506,5206748.748360211,4268073.829724094,3530287.6204480687,4153379.0053629633
JUP-USD,2025-03-17,1624106.2876222301,1335227.5749602676,1110504.5500384483,938951.4874631519,770812.0164515408,643121.7400631784,544735.162858295,1624106.2876222301,1335227.5749602676,1110504.5500384483,938951.4874631519,770812.0164515408,643121.7400631784
JUP-USD,2025-03-21,770812.0164515408,643121.7400631784,544735.162858295,449664.90412903426,372135.97874427814,308185.46686846664,408891.550536575,770812.0164515408,643121.7400631784,544735.162858295,449664.90412903426,372135.97874427814,308185.46686846664
JUP-USD,2025-04-04,1413147.7733811596,1171333.326627599,980718.3257943775,1440364.4639494512,1201761.6114153317,1003505.6298873296,906841.4454441451,1413147.7733811596,1171333.326627599,980718.3257943775,1440364.4639494512,1201761.6114153317,1003505.6298873296
JUP-USD,2025-04-10,906841.4454441451,4333358.940190561,3678953.1310567944,3026151.046052809,2495536.205040295,2862613.7878310303,2489399.9846302043,906841.4454441451,4333358.940190561,3678953.1310567944,3026151.046052809,2495536.205040295,2862613.7878310303
JUP-USD,2025-04-19,1600497.3007224193,3299333.9980520057,2704369.0941762608,2218935.2151608737,2428621.2360645304,1998309.149943015,1706687.3824161913,1600497.3007224193,3299333.9980520057,2704369.0941762608,2218935.2151608737,2428621.2360645304,1998309.149943015
JUP-USD,2025-05-06,2182321.1059925016,1795398.2291342618,1520381.357754033,7306804.418050691,13208777.094225885,19267696.607727088,30150949.28132533,2182321.1059925016,1795398.2291342618,1520381.357754033,7306804.418050691,13208777.094225885,19267696.607727088
JUP-USD,2025-05-31,66276852.762290284,64732070.25774177,60157341.528458714,57391880.28043173,54884309.354583934,52421888.53563779,42911142.03364042,66276852.762290284,64732070.25774177,60157341.528458714,57391880.28043173,54884309.354583934,52421888.53563779
KAS-USD,2022-06-06,211547751.86079705,223682860.2036326,225146241.15447453,229778743.91390672,225383848.03428406,223199645.5887844,225941450.0287552,211547751.86079705,223682860.2036326,225146241.15447453,229778743.91390672,225383848.03428406,223199645.5887844
KAS-USD,2022-06-18,236747648.9995447,234758245.31952426,235937542.3963001,231218862.14291698,229209467.87976366,224102526.95028126,226033058.907,236747648.9995447,234758245.31952426,235937542.3963001,231218862.14291698,229209467.87976366,224102526.95028126
KAS-USD,2022-07-25,218054101.70079654,218780588.4824059,218955894.04386514,216105544.3934028,218971612.231648,224833463.94770926,225933074.10490677,218054101.70079654,218780588.4824059,218955894.04386514,216105544.3934028,218971612.231648,224833463.94770926
KAS-USD,2022-07-29,218971612.231648,224833463.94770926,225933074.10490677,231442405.87694597,239410364.36000368,240244008.18579483,266006728.3125676,218971612.231648,224833463.94770926,225933074.10490677,231442405.87694597,239410364.36000368,240244008.18579483
KAS-USD,2022-08-09,245598127.8544593,246821193.33823684,242433063.22225302,239733468.99941826,242060312.0811247,236263938.31989783,234042818.9210838,245598127.8544593,246821193.33823684,242433063.22225302,239733468.99941826,242060312.0811247,236263938.31989783
KAS-USD,2022-08-13,242060312.0811247,236263938.31989783,234042818.9210838,238686320.2616428,245988374.0012738,253466771.2458225,252305134.04368424,242060312.0811247,236263938.31989783,234042818.9210838,238686320.2616428,245988374.0012738,253466771.2458225
KAS-USD,2022-08-20,244369751.9387808,259981178.93574712,295933136.77223337,295253285.9935583,281760230.31866604,276330252.9691234,274750328.4787725,244369751.9387808,259981178.93574712,295933136.77223337,295253285.9935583,281760230.31866604,276330252.9691234
KAS-USD,2022-09-05,252169341.29885283,248500827.17314693,244122925.7938312,245140428.3736551,245983270.16580468,245386502.63636598,253544716.15996534,252169341.29885283,248500827.17314693,244122925.7938312,245140428.3736551,245983270.16580468,245386502.63636598
KAS-USD,2022-10-29,310433769.0347493,308957089.9466438,302468980.32543945,299469847.48473746,292578025.4792326,298162806.33079714,309847975.97087437,310433769.0347493,308957089.9466438,302468980.32543945,299469847.48473746,292578025.4792326,298162806.33079714
KAS-USD,2022-11-02,292578025.4792326,298162806.33079714,309847975.97087437,329411382.45160794,340388440.4715019,372742199.9903364,393125192.81351656,292578025.4792326,298162806.33079714,309847975.97087437,329411382.45160794,340388440.4715019,372742199.9903364
KAS-USD,2022-11-11,424337547.95916325,461805764.62367547,459760788.8822645,447406284.8192928,421064791.53151846,423009675.5833742,441026043.51853687,424337547.95916325,461805764.62367547,459760788.8822645,447406284.8192928,421064791.53151846,423009675.5833742
KAS-USD,2023-02-24,335561860.4810325,337461458.9616228,335043659.5546829,344804630.65924793,355421421.3625155,363427399.5828194,407942120.88529253,335561860.4810325,337461458.9616228,335043659.5546829,344804630.65924793,355421421.3625155,363427399.5828194
KAS-USD,2023-03-24,521931729.3014642,555138973.4914805,594026445.2725354,560282265.4775317,513954225.53470725,493763671.4568782,529647822.2739778,521931729.3014642,555138973.4914805,594026445.2725354,560282265.4775317,513954225.53470725,493763671.4568782
KAS-USD,2023-03-28,513954225.53470725,493763671.4568782,529647822.2739778,689634902.4801202,968343010.098688,1036369362.2186005,1017938717.6508359,513954225.53470725,493763671.4568782,529647822.2739778,689634902.4801202,968343010.098688,1036369362.2186005
KAS-USD,2023-05-23,625764205.9218838,598402167.6427258,639343396.7826384,713237630.8225241,766975545.9277608,806187584.8848877,788436641.304677,625764205.9218838,598402167.6427258,639343396.7826384,713237630.8225241,766975545.9277608,806187584.8848877
KAS-USD,2023-06-12,565797631.228159,579906318.0272657,559035897.9709445,562641621.0323255,553597787.383204,572212003.986728,670072649.5921288,565797631.228159,579906318.0272657,559035897.9709445,562641621.0323255,553597787.383204,572212003.986728
KAS-USD,2023-11-06,247581020.1905228,333585458.11498725,426334924.4335128,485565569.1440382,494692120.4261885,574988936.9409258,781586058.9818347,247581020.1905228,333585458.11498725,426334924.4335128,485565569.1440382,494692120.4261885,574988936.9409258
KAS-USD,2023-11-12,781586058.9818347,809600937.4317706,783239388.982652,714830123.3624666,706364623.1899657,682846405.8608501,791999519.0164206,781586058.9818347,809600937.4317706,783239388.982652,714830123.3624666,706364623.1899657,682846405.8608501
KAS-USD,2024-02-06,174552741.49886554,165077760.03826386,162870963.73080838,170052529.83196536,224221907.69795227,279908032.33562756,318083656.00332695,174552741.49886554,165077760.03826386,162870963.73080838,170052529.83196536,224221907.69795227,279908032.33562756
KAS-USD,2024-06-01,260624569.90473396,282072134.63583016,266810729.1739185,242769835.5743683,258361878.74618918,388978427.16389847,483820369.742739,260624569.90473396,282072134.63583016,266810729.1739185,242769835.5743683,258361878.74618918,388978427.16389847
KAS-USD,2024-11-07,659957304.3587893,648958468.6110376,763217143.1658707,826524559.4110998,867267584.1933292,1033747290.6266639,1537911744.5205863,659957304.3587893,648958468.6110376,763217143.1658707,826524559.4110998,867267584.1933292,1033747290.6266639
KAVA-USD,2020-03-22,4575101.8543685,4503749.698888523,4161000.62502513,3900231.419982766,3886054.203752308,3733255.7266455144,4977062.468220465,4575101.8543685,4503749.698888523,4161000.62502513,3900231.419982766,3886054.203752308,3733255.7266455144
KAVA-USD,2020-05-24,19836071.337764487,20509653.02244364,21629319.299405903,22479300.770078264,23888327.61193364,25139183.47562154,23591072.950322486,19836071.337764487,20509653.02244364,21629319.299405903,22479300.770078264,23888327.61193364,25139183.47562154
KAVA-USD,2020-07-09,9813992.366503472,9737640.117298953,9644436.723432215,9484199.351047972,9445659.56215119,11107212.068308335,10647216.463657826,9813992.366503472,9737640.117298953,9644436.723432215,9484199.351047972,9445659.56215119,11107212.068308335
KAVA-USD,2020-07-16,9778106.464129897,9785798.616342695,9450814.669089193,9561371.483612852,9235380.326610126,9221939.089866495,10085710.033966213,9778106.464129897,9785798.616342695,9450814.669089193,9561371.483612852,9235380.326610126,9221939.089866495
KAVA-USD,2020-08-03,11876434.434114726,11047760.905375427,10389910.980938429,9545383.724515876,9681619.253368258,9721424.626557548,11710838.324476244,11876434.434114726,11047760.905375427,10389910.980938429,9545383.724515876,9681619.253368258,9721424.626557548
KAVA-USD,2021-01-03,10893771.648897128,10725306.759296264,10939496.169139072,11596282.912122127,13645314.74423331,15921337.170276633,19290552.94624294,10893771.648897128,10725306.759296264,10939496.169139072,11596282.912122127,13645314.74423331,15921337.170276633
KAVA-USD,2021-01-12,27291905.513987094,28858583.809085384,31379034.508136272,29862024.666121185,28335409.55447985,27050915.82852551,30297841.89373561,27291905.513987094,28858583.809085384,31379034.508136272,29862024.666121185,28335409.55447985,27050915.82852551
KAVA-USD,2021-01-21,28261249.28503581,27195334.584645335,28178456.994068593,26698356.599318855,27473977.790765498,27639097.812814698,28617334.128393624,28261249.28503581,27195334.584645335,28178456.994068593,26698356.599318855,27473977.790765498,27639097.812814698
KAVA-USD,2021-02-02,26338701.585968815,26211967.959098365,26778814.907113194,26623371.47380375,26460083.75308623,28372659.54929384,31303810.94760848,26338701.585968815,26211967.959098365,26778814.907113194,26623371.47380375,26460083.75308623,28372659.54929384
KAVA-USD,2021-02-06,26460083.75308623,28372659.54929384,31303810.94760848,31167900.425725535,34738119.94759427,34154674.125927016,32842057.610881284,26460083.75308623,28372659.54929384,31303810.94760848,31167900.425725535,34738119.94759427,34154674.125927016
KAVA-USD,2021-02-10,34738119.94759427,34154674.125927016,32842057.610881284,31962326.77455839,31818632.6743244,31289177.098107707,30264496.240702074,34738119.94759427,34154674.125927016,32842057.610881284,31962326.77455839,31818632.6743244,31289177.098107707
KAVA-USD,2021-02-28,25109333.255220596,26272875.411124557,24356820.947641943,22740151.033887602,20692117.02014295,22611403.421133813,24612992.176624134,25109333.255220596,26272875.411124557,24356820.947641943,22740151.033887602,20692117.02014295,22611403.421133813
KAVA-USD,2021-03-09,19289950.56971004,17917944.903596904,17145462.048817433,16305896.569078034,15830588.280256746,21198937.775671132,34136085.39442737,19289950.56971004,17917944.903596904,17145462.048817433,16305896.569078034,15830588.280256746,21198937.775671132
KAVA-USD,2021-05-23,22373681.291959185,26449691.775630504,30444251.128394008,33384200.419428766,33646314.18571659,35020209.689782605,33114477.520017095,22373681.291959185,26449691.775630504,30444251.128394008,33384200.419428766,33646314.18571659,35020209.689782605
KAVA-USD,2021-05-30,31916012.957320526,31950562.857351013,32686497.55915253,30237190.624066822,26359358.931951247,26966034.64106068,35170218.4730311,31916012.957320526,31950562.857351013,32686497.55915253,30237190.624066822,26359358.931951247,26966034.64106068
KAVA-USD,2021-07-20,11143364.378094777,10849459.719362434,10303398.398532867,10162556.791004367,13051343.658202425,15518492.861946933,21673641.37093793,11143364.378094777,10849459.719362434,10303398.398532867,10162556.791004367,13051343.658202425,15518492.861946933
KAVA-USD,2021-09-21,16177797.385526234,16396440.295140635,18251532.896327123,19609520.31190977,23192289.58741261,23581286.808489177,26751391.517469056,16177797.385526234,16396440.295140635,18251532.896327123,19609520.31190977,23192289.58741261,23581286.808489177
KAVA-USD,2022-05-12,18961513.045465376,20483375.393354632,23867401.293407865,25897386.177511618,33158698.100627694,31633722.03637647,30802490.010037392,18961513.045465376,20483375.393354632,23867401.293407865,25897386.177511618,33158698.100627694,31633722.03637647
KAVA-USD,2024-09-16,24430803.157711066,24988401.826062508,24046965.999141503,25764555.51048681,25284958.165433276,56790419.659133315,139965856.46561486,24430803.157711066,24988401.826062508,24046965.999141503,25764555.51048681,25284958.165433276,56790419.659133315
KCS-USD,2020-03-16,8250737.549027206,8265484.673641339,8055434.009224072,8061148.77140162,8722917.641162917,8819118.174800985,9254644.940721806,8250737.549027206,8265484.673641339,8055434.009224072,8061148.77140162,8722917.641162917,8819118.174800985
KCS-USD,2021-01-06,8884688.661841534,9739962.959824547,9859383.010643926,10105193.383014133,10784625.360770656,10667802.92983374,10493610.618150186,8884688.661841534,9739962.959824547,9859383.010643926,10105193.383014133,10784625.360770656,10667802.92983374
KCS-USD,2021-02-07,8490919.27254609,8587633.88325122,9247044.159103706,8985533.757692639,9044786.041481921,9539898.762070306,11659003.290314442,8490919.27254609,8587633.88325122,9247044.159103706,8985533.757692639,9044786.041481921,9539898.762070306
KCS-USD,2021-02-16,10400818.508379553,9889256.09723161,9452131.251205504,8795157.535984825,8461565.748555953,8203382.399950237,9145326.069568872,10400818.508379553,9889256.09723161,9452131.251205504,8795157.535984825,8461565.748555953,8203382.399950237
KCS-USD,2021-03-30,3152306.0388104143,2962892.696998523,2863547.031005692,2729461.2088743737,2695244.7434774637,3337660.7427583477,3996180.806261315,3152306.0388104143,2962892.696998523,2863547.031005692,2729461.2088743737,2695244.7434774637,3337660.7427583477
KCS-USD,2021-04-03,2695244.7434774637,3337660.7427583477,3996180.806261315,4294605.564383054,4252182.595970851,5026285.882002639,5766279.917291287,2695244.7434774637,3337660.7427583477,3996180.806261315,4294605.564383054,4252182.595970851,5026285.882002639
KCS-USD,2021-04-07,4252182.595970851,5026285.882002639,5766279.917291287,7750574.573989346,7694475.791959952,8421802.493381955,9249942.736137358,4252182.595970851,5026285.882002639,5766279.917291287,7750574.573989346,7694475.791959952,8421802.493381955
KCS-USD,2021-07-03,1681304.629517202,1602457.8001849626,1486196.6876903535,1386092.6110372823,1321624.9543688656,1770155.8715136363,3617585.6023443723,1681304.629517202,1602457.8001849626,1486196.6876903535,1386092.6110372823,1321624.9543688656,1770155.8715136363
KCS-USD,2022-05-12,464791.5048781176,609179.7964063,888457.4660260878,1052565.0910033958,1095430.1357142923,1103733.4945280182,1049945.3229346722,464791.5048781176,609179.7964063,888457.4660260878,1052565.0910033958,1095430.1357142923,1103733.4945280182
KCS-USD,2023-12-09,364756.3198719233,361719.5942694066,377311.3569388321,368630.4490952618,372006.055464279,518323.1262393697,602919.3420722857,364756.3198719233,361719.5942694066,377311.3569388321,368630.4490952618,372006.055464279,518323.1262393697
KDA-USD,2020-08-02,2155500.1478951476,2140361.474217257,2202187.487639053,2241460.4910657974,2222200.5477333046,2234666.8673134875,2449679.2693207813,2155500.1478951476,2140361.474217257,2202187.487639053,2241460.4910657974,2222200.5477333046,2234666.8673134875
KDA-USD,2021-01-30,2887911.41934076,2937500.044648668,3631310.2478820477,3274938.7431008653,3024904.6080219755,3074064.9137032973,3022485.5541230077,2887911.41934076,2937500.044648668,3631310.2478820477,3274938.7431008653,3024904.6080219755,3074064.9137032973
KDA-USD,2021-02-11,2067907.3316302951,2038577.587590572,1957895.975458534,1940753.5066679022,2043476.2089315846,1957936.7683323105,1900093.5161777975,2067907.3316302951,2038577.587590572,1957895.975458534,1940753.5066679022,2043476.2089315846,1957936.7683323105
KDA-USD,2021-03-16,1936338.4745786625,1670434.5578677924,1849189.191849965,1924351.7406511132,2115406.672656817,2117116.9506164603,2094849.3042485057,1936338.4745786625,1670434.5578677924,1849189.191849965,1924351.7406511132,2115406.672656817,2117116.9506164603
KDA-USD,2021-03-23,2225565.9728181227,2300786.8166012745,2346259.7298911717,2309614.7203889135,2532735.3352761283,2749161.127257627,2713563.187133455,2225565.9728181227,2300786.8166012745,2346259.7298911717,2309614.7203889135,2532735.3352761283,2749161.127257627
KDA-USD,2021-04-03,2030775.3831834951,1902621.0606138099,1777987.3232672606,1743780.5729647987,1628618.656922638,1731447.0646260846,1906432.3702725484,2030775.3831834951,1902621.0606138099,1777987.3232672606,1743780.5729647987,1628618.656922638,1731447.0646260846
KDA-USD,2021-04-07,1628618.656922638,1731447.0646260846,1906432.3702725484,1930169.3884444416,1829425.4878313693,1640274.7710508667,1675642.46591481,1628618.656922638,1731447.0646260846,1906432.3702725484,1930169.3884444416,1829425.4878313693,1640274.7710508667
KDA-USD,2021-06-07,1284597.8509308305,1234253.002110857,1214607.8747467091,1362438.2422583238,1355704.3846748748,1276950.6752772038,1379643.903015183,1284597.8509308305,1234253.002110857,1214607.8747467091,1362438.2422583238,1355704.3846748748,1276950.6752772038
KDA-USD,2021-08-17,2638830.5802086107,2620439.25308249,2641721.4896220183,2609719.598161588,2498393.7291813632,2491052.4716937025,2626713.3904411835,2638830.5802086107,2620439.25308249,2641721.4896220183,2609719.598161588,2498393.7291813632,2491052.4716937025
KDA-USD,2021-09-07,2057278.7470322528,2091321.0158557065,2586440.968024275,3134366.032162676,3168116.729418361,3426140.879486434,3678110.1708888793,2057278.7470322528,2091321.0158557065,2586440.968024275,3134366.032162676,3168116.729418361,3426140.879486434
KDA-USD,2021-09-16,7187337.030705272,6332341.703939998,5566697.705193145,4890209.453716973,4294618.258095314,4064654.0596234147,3818977.9243984246,7187337.030705272,6332341.703939998,5566697.705193145,4890209.453716973,4294618.258095314,4064654.0596234147
KDA-USD,2021-10-15,2422834.9105607616,2435170.9170315336,2284078.8457333236,2100998.6575108585,1886381.5063436588,1781546.6029630213,2254819.4245258137,2422834.9105607616,2435170.9170315336,2284078.8457333236,2100998.6575108585,1886381.5063436588,1781546.6029630213
KDA-USD,2021-10-19,1886381.5063436588,1781546.6029630213,2254819.4245258137,2448777.0617593885,2919853.590104934,3191993.6314235553,3239960.5800913735,1886381.5063436588,1781546.6029630213,2254819.4245258137,2448777.0617593885,2919853.590104934,3191993.6314235553
KDA-USD,2021-10-23,2919853.590104934,3191993.6314235553,3239960.5800913735,3731820.1526831603,4767102.74143801,5548669.471105974,5355996.690254835,2919853.590104934,3191993.6314235553,3239960.5800913735,3731820.1526831603,4767102.74143801,5548669.471105974
KDA-USD,2021-11-01,5092868.694868195,4692968.148372274,4376510.339001454,4181216.8916127663,3908906.6411394407,4205923.760813575,4304776.140456394,5092868.694868195,4692968.148372274,4376510.339001454,4181216.8916127663,3908906.6411394407,4205923.760813575
KDA-USD,2021-11-05,3908906.6411394407,4205923.760813575,4304776.140456394,5018773.676090374,5237566.56983505,7866782.093464829,8971542.818488408,3908906.6411394407,4205923.760813575,4304776.140456394,5018773.676090374,5237566.56983505,7866782.093464829
